cv-oq  270.5    1.4460               5/2017       1	
cu-cv  529.6    1.3100               5/2017       1	
c1-nj  403.3    1.3460               5/2017       1	
cu-ne  543.7    1.2700               5/2017       1	
cu-op  430.5    1.3210               5/2017       1	
s6-sp  244.8    2.0780               5/2017       1	
sp-sp  218.8    2.1240               5/2017       1	
cv-ne  577.9    1.2550               5/2017       1	
op-s6  390.9    1.6200               5/2017       1	
op-sp  191.1    1.8620               5/2017       1	
c1-cv  538.0    1.3060               5/2017       1	
n2-nj  275.4    1.3790               5/2017       1	
nq-nq  182.5    1.4940               5/2017       1	
cv-p3  193.6    1.8080               5/2017       1	
cv-p5  281.6    1.6810               5/2017       1	
np-os  163.8    1.4350               5/2017       1	
nj-nq  206.1    1.4590               5/2017       1	
no-nq  303.7    1.3530               5/2017       1	
cy-sy  177.6    1.8500               5/2017       1	
ce-nm  330.7    1.3990               5/2017       1	
cv-os  359.7    1.3680               5/2017       1	
cy-n1  298.6    1.4270               5/2017       1	
c -op  423.8    1.3250               5/2017       1	
cv-n2  539.3    1.2720               5/2017       1	
cx-oq  280.3    1.4360               5/2017       1	
cx-n1  339.3    1.3920               5/2017       1	
